Model Params: 25.83M
Trainable Params: 25.830M
策略模型总参数量：25.830 M
Model Params: 25.83M
Trainable Params: 25.830M
参考模型总参数量：25.830 M
Epoch:[1/1](50/4292), loss: 0.6871, dpo_loss: 0.6871, aux_loss: 0.0000, chosen_reward: 0.0084, rejected_reward: -0.0038, reward_margin: 0.0122, learning_rate: 0.00000100, epoch_time: 5.000min
Epoch:[1/1](3400/4292), loss: 0.8053, dpo_loss: 0.8053, aux_loss: 0.0000, chosen_reward: -1.0335, rejected_reward: -0.8675, reward_margin: -0.1660, learning_rate: 0.00000019, epoch_time: 1.000min
Epoch:[1/1](3450/4292), loss: 0.5325, dpo_loss: 0.5325, aux_loss: 0.0000, chosen_reward: -0.5462, rejected_reward: -1.1186, reward_margin: 0.5724, learning_rate: 0.00000018, epoch_time: 1.000min
Epoch:[1/1](3500/4292), loss: 0.5753, dpo_loss: 0.5753, aux_loss: 0.0000, chosen_reward: -0.4372, rejected_reward: -0.7432, reward_margin: 0.3060, learning_rate: 0.00000017, epoch_time: 1.000min
Epoch:[1/1](3550/4292), loss: 0.9006, dpo_loss: 0.9006, aux_loss: 0.0000, chosen_reward: -0.8409, rejected_reward: -0.5246, reward_margin: -0.3163, learning_rate: 0.00000016, epoch_time: 1.000min
Epoch:[1/1](3600/4292), loss: 0.6939, dpo_loss: 0.6939, aux_loss: 0.0000, chosen_reward: -1.2340, rejected_reward: -1.3045, reward_margin: 0.0705, learning_rate: 0.00000016, epoch_time: 0.000min
Epoch:[1/1](3650/4292), loss: 0.4225, dpo_loss: 0.4225, aux_loss: 0.0000, chosen_reward: -0.5124, rejected_reward: -1.2069, reward_margin: 0.6946, learning_rate: 0.00000015, epoch_time: 0.000min
Epoch:[1/1](3700/4292), loss: 0.6511, dpo_loss: 0.6511, aux_loss: 0.0000, chosen_reward: -0.7083, rejected_reward: -0.8138, reward_margin: 0.1055, learning_rate: 0.00000014, epoch_time: 0.000min
Epoch:[1/1](3750/4292), loss: 0.6372, dpo_loss: 0.6372, aux_loss: 0.0000, chosen_reward: -0.5723, rejected_reward: -0.6883, reward_margin: 0.1160, learning_rate: 0.00000013, epoch_time: 0.000min
Epoch:[1/1](3800/4292), loss: 0.4365, dpo_loss: 0.4365, aux_loss: 0.0000, chosen_reward: -1.0285, rejected_reward: -1.7665, reward_margin: 0.7381, learning_rate: 0.00000013, epoch_time: 0.000min
Epoch:[1/1](3850/4292), loss: 0.4412, dpo_loss: 0.4412, aux_loss: 0.0000, chosen_reward: -0.3914, rejected_reward: -1.4731, reward_margin: 1.0817, learning_rate: 0.00000012, epoch_time: 0.000min
Epoch:[1/1](3900/4292), loss: 0.5611, dpo_loss: 0.5611, aux_loss: 0.0000, chosen_reward: -1.3168, rejected_reward: -1.6817, reward_margin: 0.3649, learning_rate: 0.00000012, epoch_time: 0.000min
Epoch:[1/1](3950/4292), loss: 0.9513, dpo_loss: 0.9513, aux_loss: 0.0000, chosen_reward: -1.2700, rejected_reward: -0.9506, reward_margin: -0.3194, learning_rate: 0.00000011, epoch_time: 0.000min
Epoch:[1/1](4000/4292), loss: 0.7301, dpo_loss: 0.7301, aux_loss: 0.0000, chosen_reward: -0.4826, rejected_reward: -0.4141, reward_margin: -0.0685, learning_rate: 0.00000011, epoch_time: 0.000min
Epoch:[1/1](4050/4292), loss: 0.7588, dpo_loss: 0.7588, aux_loss: 0.0000, chosen_reward: -0.8801, rejected_reward: -0.7590, reward_margin: -0.1211, learning_rate: 0.00000011, epoch_time: 0.000min
Epoch:[1/1](4100/4292), loss: 0.6661, dpo_loss: 0.6661, aux_loss: 0.0000, chosen_reward: -0.4013, rejected_reward: -0.4630, reward_margin: 0.0616, learning_rate: 0.00000010, epoch_time: 0.000min
Epoch:[1/1](4150/4292), loss: 0.6134, dpo_loss: 0.6134, aux_loss: 0.0000, chosen_reward: -0.8061, rejected_reward: -0.9757, reward_margin: 0.1697, learning_rate: 0.00000010, epoch_time: 0.000min
Epoch:[1/1](4200/4292), loss: 0.7389, dpo_loss: 0.7389, aux_loss: 0.0000, chosen_reward: -0.9199, rejected_reward: -0.8918, reward_margin: -0.0281, learning_rate: 0.00000010, epoch_time: 0.000min
Epoch:[1/1](4250/4292), loss: 0.5490, dpo_loss: 0.5490, aux_loss: 0.0000, chosen_reward: -0.8347, rejected_reward: -1.2071, reward_margin: 0.3724, learning_rate: 0.00000010, epoch_time: 0.000min
Epoch:[1/1](4291/4292), loss: 0.5469, dpo_loss: 0.5469, aux_loss: 0.0000, chosen_reward: -0.7703, rejected_reward: -1.1358, reward_margin: 0.3655, learning_rate: 0.00000010, epoch_time: 0.000min
